score,genres
7.1,"['action', 'drama', 'history']"
8.0,"['drama', 'action', 'fantasy']"
7.6,"['documentation', 'history', 'european']"
6.6,"['horror', 'thriller']"
8.5,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']"
8.1,"['drama', 'comedy', 'european']"
7.3,"['thriller', 'horror', 'drama']"
7.7,"['drama', 'comedy', 'romance']"
7.1,"['animation', 'scifi', 'action', 'drama', 'fantasy', 'thriller', 'horror']"
5.5,"['thriller', 'horror', 'drama']"
7.2,"['scifi', 'comedy', 'drama', 'fantasy']"
7.4,"['comedy', 'drama', 'western']"
6.7,"['crime', 'thriller', 'drama', 'european']"
6.0,"['thriller', 'western', 'drama', 'crime', 'action']"
7.4,['comedy']
7.5,"['war', 'drama', 'action']"
6.6,"['romance', 'comedy', 'drama']"
7.6,"['action', 'drama', 'crime', 'thriller']"
7.3,"['scifi', 'drama', 'horror', 'thriller']"
7.7,"['war', 'thriller', 'drama']"
7.5,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']"
8.3,"['drama', 'comedy']"
7.6,"['comedy', 'drama']"
6.8,"['thriller', 'horror', 'war', 'drama', 'fantasy']"
7.4,"['war', 'thriller']"
7.0,"['drama', 'romance']"
6.7,"['comedy', 'family']"
6.9,"['drama', 'comedy']"
7.3,"['scifi', 'action', 'drama', 'thriller']"
8.6,"['crime', 'documentation']"
7.1,"['drama', 'romance', 'european']"
6.4,"['horror', 'fantasy', 'drama', 'thriller', 'comedy']"
6.6,"['fantasy', 'scifi', 'comedy', 'family', 'animation']"
5.3,"['comedy', 'family', 'drama']"
6.6,"['drama', 'thriller', 'crime']"
6.2,"['drama', 'fantasy', 'horror', 'thriller']"
8.0,"['comedy', 'animation', 'drama']"
7.3,"['drama', 'comedy']"
8.3,['documentation']
8.2,"['drama', 'thriller', 'action', 'comedy', 'european']"
6.4,"['drama', 'crime', 'thriller', 'animation', 'action']"
6.3,"['thriller', 'crime']"
6.3,"['action', 'drama', 'thriller', 'crime']"
5.3,"['horror', 'thriller']"
6.8,"['comedy', 'drama']"
6.6,"['drama', 'thriller', 'scifi']"
8.2,"['documentation', 'history', 'crime']"
6.1,"['comedy', 'action', 'scifi']"
7.6,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']"
6.3,"['scifi', 'action', 'thriller']"
7.5,"['scifi', 'fantasy', 'thriller', 'drama']"
6.1,"['drama', 'fantasy', 'action']"
7.6,"['drama', 'action', 'crime']"
7.1,"['drama', 'crime', 'thriller', 'european']"
7.0,"['drama', 'history', 'war', 'documentation']"
6.2,"['scifi', 'drama', 'family']"
4.3,"['thriller', 'fantasy', 'horror', 'drama']"
6.8,"['drama', 'romance']"
7.7,"['war', 'drama']"
8.4,"['scifi', 'comedy', 'animation', 'fantasy']"
7.9,"['scifi', 'war', 'action', 'drama', 'animation']"
6.5,"['scifi', 'thriller', 'action', 'drama']"
6.7,"['drama', 'romance']"
8.5,['documentation']
8.4,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']"
7.3,"['documentation', 'crime', 'history', 'sport']"
7.6,"['music', 'documentation']"
8.4,"['drama', 'animation', 'comedy', 'romance']"
6.0,"['scifi', 'thriller', 'horror', 'drama', 'european']"
4.8,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']"
5.3,"['thriller', 'horror']"
7.2,"['thriller', 'war', 'drama', 'action', 'history', 'european']"
7.0,"['scifi', 'animation', 'action']"
6.5,"['thriller', 'action', 'drama', 'war']"
5.9,['drama']
7.6,"['comedy', 'drama']"
7.2,['documentation']
7.0,"['drama', 'action', 'history']"
7.1,"['war', 'drama', 'history', 'european']"
7.1,['comedy']
5.9,"['drama', 'romance', 'thriller', 'crime']"
8.4,"['documentation', 'music']"
8.2,"['drama', 'music']"
7.3,"['romance', 'drama']"
7.6,['comedy']
6.3,"['scifi', 'thriller', 'action']"
8.2,"['animation', 'action', 'scifi', 'family', 'comedy', 'drama', 'fantasy']"
5.5,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']"
8.4,"['action', 'drama', 'sport']"
,['documentation']
6.1,"['comedy', 'family']"
6.3,"['thriller', 'action', 'drama']"
7.2,"['drama', 'romance', 'comedy']"
7.7,"['comedy', 'european']"
8.1,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']"
6.0,"['scifi', 'animation', 'action', 'comedy']"
5.6,"['drama', 'fantasy']"
7.2,"['comedy', 'horror', 'scifi', 'european']"
7.3,"['comedy', 'drama']"
7.3,"['comedy', 'drama', 'romance', 'thriller']"
5.5,"['thriller', 'action', 'crime']"
5.7,"['drama', 'horror', 'crime']"
7.3,['drama']
7.1,"['comedy', 'animation', 'family', 'european']"
6.1,"['comedy', 'drama']"
4.8,"['western', 'action', 'comedy']"
5.8,['comedy']
4.1,"['fantasy', 'drama', 'family', 'music', 'romance', 'scifi']"
5.8,['comedy']
6.3,"['comedy', 'thriller']"
5.7,"['action', 'comedy']"
8.4,"['comedy', 'music', 'documentation']"
6.7,"['drama', 'european']"
6.9,['reality']
7.5,['comedy']
7.0,"['crime', 'drama', 'thriller']"
7.6,['documentation']
6.9,"['drama', 'history']"
5.8,"['drama', 'european', 'history', 'romance']"
,"['drama', 'european']"
7.4,"['crime', 'documentation']"
8.0,"['documentation', 'music']"
6.9,"['crime', 'documentation', 'european']"
6.7,"['drama', 'romance', 'comedy']"
5.3,"['drama', 'european', 'romance']"
7.8,"['action', 'history', 'drama']"
6.6,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']"
8.4,"['documentation', 'sport']"
8.4,"['animation', 'comedy', 'family', 'european']"
8.6,"['crime', 'scifi', 'thriller', 'drama', 'fantasy']"
6.0,"['scifi', 'drama', 'thriller']"
8.4,['drama']
6.2,"['scifi', 'thriller', 'drama', 'european']"
5.4,"['comedy', 'romance']"
4.6,"['thriller', 'drama', 'horror']"
9.2,"['comedy', 'drama', 'family', 'romance']"
6.6,"['animation', 'family']"
7.5,"['comedy', 'drama', 'romance']"
5.7,['family']
7.0,"['animation', 'comedy', 'family']"
6.3,"['comedy', 'music', 'action']"
6.2,"['documentation', 'history', 'european']"
8.2,"['drama', 'comedy']"
7.7,"['drama', 'comedy', 'crime', 'european']"
6.4,"['thriller', 'drama', 'action', 'crime', 'european']"
7.3,['comedy']
8.2,"['comedy', 'drama']"
8.2,"['comedy', 'drama', 'romance']"
6.8,['animation']
5.9,"['thriller', 'crime', 'drama', 'scifi', 'action']"
,['drama']
6.0,"['comedy', 'family', 'animation']"
7.2,"['comedy', 'drama', 'action', 'scifi', 'animation']"
5.5,"['comedy', 'music', 'war']"
6.9,"['drama', 'european']"
8.7,"['animation', 'family', 'comedy', 'european']"
8.2,['documentation']
7.0,"['crime', 'thriller', 'action', 'comedy']"
5.5,"['comedy', 'music']"
7.4,"['drama', 'thriller', 'crime']"
6.7,"['action', 'animation', 'comedy', 'family', 'fantasy']"
5.9,"['comedy', 'documentation']"
4.1,"['thriller', 'action']"
6.5,"['romance', 'comedy', 'documentation', 'european']"
5.4,"['action', 'comedy', 'family', 'fantasy', 'european']"
6.0,['drama']
6.1,"['animation', 'comedy', 'scifi', 'action']"
5.2,"['horror', 'thriller']"
7.4,"['drama', 'comedy']"
5.6,"['thriller', 'action', 'crime', 'drama']"
7.5,"['comedy', 'drama', 'european']"
8.2,"['thriller', 'crime', 'drama']"
7.4,['documentation']
7.9,"['comedy', 'documentation']"
,['comedy']
7.3,"['drama', 'comedy', 'european']"
5.7,"['documentation', 'european']"
6.7,['documentation']
5.5,"['animation', 'action', 'fantasy', 'scifi']"
5.7,"['comedy', 'scifi', 'animation', 'family', 'history']"
5.7,"['fantasy', 'animation']"
4.5,"['action', 'comedy', 'family', 'scifi', 'animation']"
5.3,"['thriller', 'drama']"
7.2,"['drama', 'family', 'animation', 'european']"
5.9,"['action', 'comedy', 'crime']"
7.2,"['comedy', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'action', 'european']"
4.5,"['thriller', 'horror']"
6.1,['documentation']
6.1,"['comedy', 'drama', 'family', 'romance']"
6.7,['drama']
8.1,"['reality', 'drama']"
6.6,['action']
7.9,"['war', 'drama', 'romance', 'thriller']"
6.8,"['action', 'comedy', 'family', 'animation']"
8.3,"['comedy', 'drama', 'romance']"
5.8,"['comedy', 'family', 'animation']"
,['comedy']
5.9,"['animation', 'scifi', 'action', 'comedy', 'family']"
6.6,"['drama', 'action', 'thriller']"
7.5,"['drama', 'romance']"
5.0,"['comedy', 'family', 'sport']"
8.1,"['reality', 'documentation', 'comedy']"
6.8,"['drama', 'romance', 'european']"
6.5,"['action', 'drama', 'romance', 'crime']"
7.6,['documentation']
6.8,"['comedy', 'animation', 'family']"
5.8,"['romance', 'drama', 'history', 'european']"
6.0,"['comedy', 'thriller', 'drama', 'action', 'crime']"
,"['family', 'animation', 'comedy']"
6.8,"['action', 'drama']"
6.6,"['drama', 'documentation']"
7.8,"['documentation', 'history', 'european']"
5.3,['comedy']
6.1,['family']
7.7,"['romance', 'comedy', 'drama', 'family']"
6.9,"['drama', 'action', 'crime']"
7.4,"['drama', 'history']"
8.0,"['drama', 'romance']"
5.3,"['thriller', 'action', 'romance']"
7.7,"['comedy', 'drama', 'romance']"
4.1,"['thriller', 'drama']"
6.7,"['comedy', 'drama', 'romance', 'european']"
7.1,"['crime', 'documentation']"
7.9,"['drama', 'thriller', 'western']"
5.5,"['drama', 'family', 'comedy', 'music']"
7.6,"['animation', 'family', 'fantasy', 'comedy']"
7.9,"['drama', 'comedy']"
,"['comedy', 'romance', 'thriller']"
5.6,['comedy']
6.8,"['documentation', 'drama', 'european']"
7.4,"['comedy', 'documentation']"
6.4,"['drama', 'action', 'sport']"
7.9,"['drama', 'fantasy', 'romance', 'comedy']"
4.9,['thriller']
7.2,"['documentation', 'crime']"
7.3,"['drama', 'thriller', 'reality']"
5.1,['action']
5.7,"['comedy', 'documentation']"
8.1,"['action', 'animation', 'family', 'scifi']"
8.3,"['action', 'drama']"
6.8,['comedy']
8.4,"['animation', 'comedy', 'family']"
7.4,"['drama', 'crime', 'european']"
3.6,"['thriller', 'action', 'scifi', 'european']"
8.1,['history']
6.7,['documentation']
5.6,"['drama', 'romance']"
7.8,"['documentation', 'music']"
6.6,"['action', 'animation', 'comedy', 'family', 'fantasy', 'european']"
7.4,"['action', 'drama', 'history', 'war']"
6.2,"['comedy', 'drama', 'european', 'romance']"
7.7,"['drama', 'comedy', 'romance', 'documentation', 'european']"
6.3,"['scifi', 'family', 'animation']"
5.7,['drama']
5.7,['documentation']
3.1,['comedy']
7.4,"['comedy', 'documentation']"
6.1,"['thriller', 'drama', 'crime', 'european']"
7.7,"['comedy', 'documentation']"
6.2,"['crime', 'action', 'thriller']"
6.4,['drama']
7.1,['drama']
5.6,"['romance', 'drama']"
7.4,"['drama', 'comedy', 'romance']"
5.8,"['drama', 'comedy', 'thriller']"
7.3,"['comedy', 'music']"
6.5,['animation']
6.0,['drama']
5.9,"['drama', 'comedy']"
,['documentation']
6.2,"['drama', 'european']"
7.7,"['comedy', 'drama']"
6.7,"['comedy', 'romance']"
8.3,['documentation']
5.4,"['animation', 'family', 'fantasy', 'comedy']"
5.4,"['comedy', 'drama']"
,['animation']
6.9,"['scifi', 'drama', 'fantasy']"
6.3,"['comedy', 'drama', 'fantasy', 'romance']"
7.1,"['thriller', 'war', 'drama', 'european']"
6.3,"['comedy', 'crime', 'european']"
8.2,"['drama', 'comedy']"
7.6,['comedy']
6.9,['drama']
7.8,"['crime', 'action', 'drama']"
7.4,"['drama', 'crime', 'action']"
5.9,"['thriller', 'action', 'crime', 'drama', 'european']"
6.7,['comedy']
7.5,"['comedy', 'documentation']"
7.0,"['romance', 'drama', 'comedy']"
5.7,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'european']"
7.0,['comedy']
7.1,"['music', 'documentation']"
7.5,"['reality', 'drama']"
8.8,['drama']
8.4,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']"
,['comedy']
7.2,['reality']
5.6,"['romance', 'drama', 'history', 'action']"
7.7,"['family', 'reality']"
5.8,"['comedy', 'scifi', 'family', 'fantasy', 'european']"
6.2,['documentation']
8.0,"['comedy', 'european']"
6.9,"['thriller', 'european']"
7.1,"['drama', 'horror', 'thriller']"
6.8,"['scifi', 'comedy', 'family', 'animation']"
7.3,"['music', 'documentation', 'history', 'drama', 'european']"
6.2,"['thriller', 'drama', 'european']"
7.3,"['comedy', 'drama', 'european']"
6.7,"['drama', 'european']"
6.0,"['crime', 'drama', 'comedy']"
5.3,"['music', 'drama']"
,"['war', 'documentation']"
6.5,"['animation', 'comedy', 'family', 'fantasy']"
7.5,['comedy']
7.1,"['documentation', 'reality']"
6.6,"['drama', 'european']"
4.4,"['action', 'drama', 'family', 'romance']"
7.6,"['documentation', 'family']"
7.3,"['comedy', 'drama', 'romance']"
6.3,"['drama', 'documentation', 'comedy']"
7.1,"['drama', 'action']"
6.3,"['comedy', 'documentation']"
5.0,"['comedy', 'european']"
6.1,['comedy']
5.9,"['comedy', 'family', 'fantasy', 'scifi', 'animation']"
,"['animation', 'comedy', 'drama']"
7.4,"['thriller', 'crime', 'drama']"
6.9,['reality']
7.2,"['crime', 'history', 'fantasy', 'drama', 'european']"
7.9,"['drama', 'history', 'romance']"
7.5,"['drama', 'action', 'crime']"
7.3,['documentation']
6.4,['comedy']
6.1,"['comedy', 'romance', 'drama', 'european']"
5.8,['action']
5.5,['family']
8.8,"['animation', 'family']"
3.7,['drama']
6.3,"['drama', 'comedy', 'european']"
6.1,"['romance', 'drama', 'sport', 'thriller']"
6.5,['documentation']
5.9,"['thriller', 'action', 'drama', 'horror', 'crime', 'european']"
7.9,"['documentation', 'european']"
6.2,"['action', 'drama']"
6.6,"['thriller', 'drama']"
6.1,"['romance', 'comedy', 'action', 'european']"
5.8,"['comedy', 'action', 'drama']"
5.1,['animation']
8.1,"['thriller', 'crime', 'drama']"
5.8,"['comedy', 'family']"
6.6,['documentation']
7.0,"['drama', 'comedy', 'romance']"
7.2,"['thriller', 'crime', 'action', 'drama']"
,['fantasy']
5.1,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'european']"
1.9,['comedy']
5.0,"['drama', 'comedy']"
6.5,"['drama', 'history', 'war', 'european']"
7.3,['comedy']
6.5,['comedy']
7.7,"['comedy', 'drama']"
2.8,"['horror', 'thriller', 'fantasy']"
7.1,"['comedy', 'drama']"
2.7,['thriller']
7.4,['documentation']
7.2,"['drama', 'action', 'crime', 'comedy']"
7.3,['comedy']
5.4,"['thriller', 'drama', 'romance', 'family']"
6.8,['documentation']
6.8,"['animation', 'comedy']"
6.2,['comedy']
6.3,"['romance', 'comedy']"
5.7,"['animation', 'family']"
5.4,"['drama', 'romance']"
6.8,['comedy']
5.3,['comedy']
6.0,"['comedy', 'music']"
7.8,"['drama', 'comedy']"
6.7,"['drama', 'european']"
7.0,"['action', 'crime', 'drama', 'comedy']"
6.6,"['documentation', 'comedy', 'drama']"
5.9,"['drama', 'crime', 'romance']"
7.5,"['documentation', 'crime', 'drama', 'thriller', 'war']"
5.4,"['music', 'drama']"
6.8,"['comedy', 'documentation']"
6.6,"['drama', 'romance']"
7.0,['comedy']
5.0,"['action', 'comedy', 'european']"
8.4,"['family', 'drama', 'war']"
7.2,"['drama', 'european', 'romance', 'family', 'documentation']"
5.9,"['thriller', 'drama', 'history']"
7.7,"['documentation', 'european']"
7.3,"['thriller', 'drama']"
6.9,"['action', 'animation', 'fantasy']"
5.2,"['thriller', 'horror']"
,"['comedy', 'crime']"
6.5,"['drama', 'european']"
5.5,"['family', 'animation', 'comedy', 'fantasy', 'european']"
7.5,"['horror', 'thriller', 'crime', 'drama']"
6.4,['drama']
4.7,"['drama', 'comedy', 'romance', 'european']"
7.3,['drama']
6.6,['comedy']
8.3,['documentation']
3.6,"['romance', 'drama', 'comedy']"
7.5,"['family', 'fantasy', 'animation', 'comedy']"
5.1,"['action', 'animation', 'comedy', 'family']"
5.6,"['fantasy', 'drama']"
6.2,"['animation', 'comedy', 'family', 'fantasy', 'action']"
7.1,"['thriller', 'action', 'crime', 'drama']"
7.4,"['comedy', 'documentation']"
5.1,"['drama', 'thriller', 'romance']"
6.4,['comedy']
7.5,"['drama', 'comedy', 'european']"
6.6,['comedy']
4.8,['comedy']
6.6,['comedy']
,['drama']
4.5,"['comedy', 'drama']"
4.8,['thriller']
6.5,['comedy']
5.9,"['comedy', 'romance', 'drama']"
3.8,['reality']
5.2,"['action', 'thriller', 'crime', 'drama']"
,['comedy']
5.6,"['comedy', 'documentation']"
,['documentation']
4.4,['comedy']
6.2,"['comedy', 'fantasy', 'romance', 'drama']"
7.2,['comedy']
7.0,['drama']
5.0,"['drama', 'thriller', 'horror']"
6.6,['comedy']
7.9,['drama']
4.7,"['romance', 'comedy', 'drama']"
,['comedy']
6.8,"['comedy', 'documentation']"
5.4,"['comedy', 'family', 'romance', 'drama', 'fantasy']"
6.8,"['documentation', 'sport']"
7.0,"['drama', 'crime']"
6.8,"['drama', 'romance']"
6.2,"['animation', 'family', 'fantasy']"
6.4,['comedy']
8.6,"['romance', 'drama', 'family', 'sport', 'documentation']"
5.0,['horror']
6.6,"['drama', 'comedy']"
6.4,['comedy']
6.3,"['drama', 'comedy', 'fantasy', 'music']"
6.1,"['drama', 'family']"
6.7,['documentation']
6.1,"['comedy', 'drama']"
8.4,"['scifi', 'action', 'crime', 'drama', 'thriller']"
4.5,"['comedy', 'drama', 'action']"
6.5,['comedy']
7.3,"['drama', 'war']"
7.4,"['drama', 'thriller']"
4.8,"['comedy', 'drama', 'action']"
5.7,"['drama', 'thriller']"
6.1,['documentation']
4.1,"['drama', 'comedy']"
5.5,['drama']
,['drama']
6.4,"['comedy', 'drama']"
5.5,['comedy']
5.5,['comedy']
5.5,"['comedy', 'family']"
7.2,"['comedy', 'drama']"
6.4,"['romance', 'drama']"
6.7,"['comedy', 'thriller', 'crime']"
1.5,"['drama', 'scifi', 'thriller']"
,['scifi']
,[]
,"['action', 'animation', 'comedy']"
7.4,['drama']
6.0,['comedy']
5.8,['drama']
4.4,['action']
5.2,['comedy']
6.3,"['comedy', 'drama']"
,['documentation']
5.2,['documentation']
,"['comedy', 'european']"
6.9,"['drama', 'romance']"
6.6,['drama']
5.1,"['thriller', 'european']"
7.6,"['drama', 'sport']"
7.2,"['romance', 'drama', 'comedy']"
6.8,"['comedy', 'action', 'drama']"
6.7,"['action', 'drama']"
6.7,"['crime', 'drama']"
6.5,"['drama', 'music', 'romance']"
7.7,"['drama', 'romance']"
6.9,['romance']
6.9,['comedy']
4.8,"['romance', 'drama', 'comedy']"
5.7,['comedy']
6.3,"['comedy', 'romance']"
7.1,"['romance', 'drama']"
4.3,"['comedy', 'drama']"
4.5,['comedy']
5.0,"['drama', 'crime']"
6.4,"['comedy', 'documentation']"
6.6,['documentation']
,['family']
,"['drama', 'documentation']"
3.7,['comedy']
4.8,"['comedy', 'european']"
2.7,"['comedy', 'crime', 'drama']"
7.2,"['drama', 'music']"
5.6,"['romance', 'drama']"
7.4,['drama']
6.5,['animation']
5.3,"['comedy', 'horror', 'thriller']"
4.5,['comedy']
5.8,"['romance', 'drama']"
6.2,"['romance', 'drama']"
,"['fantasy', 'horror']"
,[]
8.0,"['scifi', 'drama']"
5.4,['documentation']
6.0,['comedy']
5.1,"['thriller', 'drama', 'action']"
5.4,"['romance', 'family', 'comedy']"
6.0,['animation']
2.1,"['drama', 'thriller', 'action', 'crime', 'sport']"
5.1,"['drama', 'comedy']"
6.3,"['drama', 'comedy', 'romance']"
6.9,"['comedy', 'drama']"
5.5,['family']
,"['drama', 'comedy']"
6.1,"['comedy', 'romance']"
6.2,['drama']
6.0,"['comedy', 'european', 'romance']"
,['documentation']
6.0,"['drama', 'animation', 'family', 'music']"
5.3,"['drama', 'sport']"
8.5,"['crime', 'thriller', 'drama']"
8.4,['comedy']
7.9,"['crime', 'thriller', 'drama']"
8.0,"['scifi', 'thriller', 'action', 'drama']"
8.7,"['scifi', 'crime', 'drama', 'thriller']"
6.9,"['fantasy', 'scifi', 'drama', 'comedy']"
7.8,"['drama', 'history', 'thriller', 'war', 'action', 'european']"
7.7,"['thriller', 'crime', 'drama', 'western']"
7.4,"['drama', 'crime', 'sport']"
6.7,"['thriller', 'drama', 'romance', 'crime']"
7.3,"['scifi', 'drama', 'fantasy', 'horror']"
8.6,"['crime', 'drama', 'thriller']"
7.0,"['thriller', 'action', 'crime', 'drama']"
7.6,"['drama', 'sport']"
7.4,"['romance', 'drama']"
7.1,"['scifi', 'drama', 'thriller']"
7.4,"['crime', 'drama', 'thriller']"
8.6,"['action', 'comedy', 'drama', 'sport']"
7.7,"['thriller', 'crime', 'drama', 'romance']"
7.3,"['scifi', 'action', 'drama', 'thriller', 'family']"
8.3,"['crime', 'drama', 'thriller', 'action', 'european']"
7.4,"['drama', 'comedy']"
7.7,"['comedy', 'drama', 'crime']"
6.3,"['horror', 'thriller']"
8.1,"['war', 'crime', 'drama', 'thriller', 'european']"
7.6,"['western', 'documentation', 'action', 'drama', 'crime']"
7.9,"['scifi', 'thriller', 'action', 'drama']"
7.7,"['drama', 'scifi', 'comedy']"
7.3,"['crime', 'drama']"
7.4,"['drama', 'war', 'history', 'thriller', 'family']"
8.4,"['crime', 'thriller', 'drama', 'european']"
4.5,"['scifi', 'drama', 'fantasy']"
8.6,"['drama', 'scifi', 'horror', 'thriller']"
8.1,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']"
7.8,"['comedy', 'drama']"
7.3,"['thriller', 'drama', 'horror']"
8.1,"['crime', 'documentation']"
8.2,['documentation']
7.9,"['animation', 'comedy', 'romance']"
5.0,"['thriller', 'action', 'drama', 'scifi']"
7.2,['drama']
7.3,"['comedy', 'drama']"
7.8,"['drama', 'comedy', 'crime']"
8.7,"['drama', 'family']"
6.4,"['horror', 'thriller', 'drama', 'european']"
6.6,"['documentation', 'history']"
8.1,"['documentation', 'crime', 'thriller', 'drama']"
7.3,"['western', 'comedy', 'drama', 'romance']"
7.3,"['drama', 'scifi', 'action']"
7.9,"['comedy', 'horror']"
5.2,"['drama', 'action', 'horror', 'romance', 'scifi']"
6.7,"['scifi', 'family', 'fantasy']"
8.2,"['comedy', 'drama']"
8.1,"['crime', 'comedy', 'drama', 'romance', 'thriller']"
7.2,"['drama', 'thriller', 'crime', 'european']"
8.0,"['drama', 'comedy', 'sport', 'reality']"
5.8,"['comedy', 'romance', 'animation', 'family', 'fantasy']"
6.7,"['drama', 'thriller', 'crime']"
7.3,"['thriller', 'crime', 'drama']"
8.3,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']"
6.2,"['fantasy', 'drama']"
8.2,"['drama', 'comedy']"
6.7,"['action', 'drama', 'history']"
8.3,"['comedy', 'drama']"
7.7,"['drama', 'thriller', 'crime']"
7.7,"['drama', 'european']"
7.3,"['drama', 'thriller', 'crime']"
6.3,"['drama', 'crime']"
7.8,"['action', 'family', 'comedy', 'drama']"
6.8,"['drama', 'documentation', 'war', 'thriller']"
8.1,"['comedy', 'drama', 'crime']"
7.2,"['animation', 'action', 'drama', 'family', 'fantasy']"
8.2,"['scifi', 'comedy', 'thriller', 'drama', 'horror']"
7.4,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']"
6.8,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']"
7.0,"['thriller', 'action', 'crime', 'drama', 'european']"
6.3,"['thriller', 'horror', 'drama', 'fantasy']"
7.9,"['documentation', 'thriller', 'sport']"
5.5,"['comedy', 'drama', 'thriller']"
8.4,"['drama', 'animation', 'scifi', 'fantasy', 'romance']"
8.4,"['drama', 'crime']"
5.9,['drama']
7.2,"['scifi', 'comedy', 'fantasy', 'animation', 'action']"
6.5,"['horror', 'thriller', 'drama']"
6.0,"['thriller', 'drama', 'scifi', 'european']"
6.7,"['action', 'animation', 'drama', 'sport']"
8.0,"['thriller', 'crime', 'drama', 'european']"
5.5,"['thriller', 'horror', 'scifi', 'drama', 'action']"
6.9,"['drama', 'thriller', 'comedy', 'crime', 'european']"
6.9,['comedy']
6.8,"['crime', 'documentation', 'thriller', 'drama']"
6.5,"['horror', 'thriller']"
7.7,"['crime', 'drama']"
7.1,"['fantasy', 'action', 'european']"
6.8,"['drama', 'comedy', 'european']"
7.6,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']"
6.8,"['thriller', 'horror', 'drama']"
6.4,"['scifi', 'horror']"
5.5,"['drama', 'horror', 'thriller']"
7.9,"['documentation', 'history', 'european']"
7.4,"['drama', 'thriller', 'crime', 'horror', 'european']"
7.8,['documentation']
6.6,"['thriller', 'drama', 'horror', 'scifi']"
7.5,"['drama', 'comedy']"
7.0,"['drama', 'war', 'history']"
7.5,"['drama', 'crime']"
8.3,"['war', 'documentation', 'history']"
6.9,"['drama', 'action', 'history', 'war']"
8.5,['reality']
6.2,['horror']
8.4,['comedy']
7.6,"['crime', 'action', 'drama', 'documentation']"
6.4,"['thriller', 'action', 'crime', 'drama']"
6.9,"['thriller', 'action']"
7.5,"['drama', 'thriller']"
7.2,"['drama', 'thriller']"
6.0,"['romance', 'comedy', 'drama']"
5.8,"['scifi', 'thriller', 'drama', 'horror']"
5.9,"['horror', 'thriller', 'drama']"
6.1,"['scifi', 'action', 'drama']"
6.9,"['drama', 'comedy']"
4.8,"['horror', 'thriller']"
6.4,"['horror', 'comedy']"
6.4,"['fantasy', 'comedy', 'romance']"
5.8,"['drama', 'thriller', 'scifi', 'action']"
7.1,"['romance', 'comedy', 'drama']"
3.9,"['war', 'fantasy', 'romance', 'action']"
6.3,"['drama', 'thriller', 'horror', 'scifi']"
8.4,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']"
6.1,"['comedy', 'drama']"
6.9,"['drama', 'crime', 'thriller', 'european']"
5.7,"['comedy', 'family', 'music', 'animation']"
6.4,"['drama', 'animation', 'fantasy', 'thriller']"
7.0,"['crime', 'drama', 'documentation', 'fantasy']"
7.1,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']"
7.3,"['romance', 'drama', 'history', 'war']"
6.2,"['horror', 'crime', 'documentation', 'drama', 'thriller']"
7.5,"['crime', 'documentation']"
5.8,"['drama', 'romance', 'comedy']"
7.4,"['drama', 'war']"
6.5,"['thriller', 'crime', 'drama']"
8.0,['documentation']
7.7,"['comedy', 'documentation']"
7.5,"['action', 'fantasy', 'animation', 'comedy']"
7.8,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']"
8.5,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']"
7.3,"['drama', 'scifi', 'thriller']"
7.3,"['documentation', 'crime']"
6.2,"['thriller', 'horror', 'drama']"
6.1,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']"
8.1,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']"
5.5,"['thriller', 'drama', 'scifi']"
7.2,"['drama', 'comedy']"
5.3,"['scifi', 'thriller', 'horror', 'action']"
6.7,['comedy']
7.0,"['fantasy', 'animation', 'drama', 'family']"
5.2,"['thriller', 'horror']"
8.1,"['crime', 'documentation']"
6.8,"['scifi', 'fantasy', 'crime', 'drama']"
8.5,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']"
6.9,"['comedy', 'drama']"
5.5,"['drama', 'crime', 'history']"
5.6,"['thriller', 'horror', 'action', 'drama']"
6.4,"['animation', 'comedy', 'family', 'fantasy']"
6.5,"['drama', 'comedy', 'thriller']"
7.1,"['scifi', 'thriller', 'fantasy', 'drama']"
7.3,"['scifi', 'drama']"
7.6,"['drama', 'european']"
6.8,"['comedy', 'crime']"
