score,genres
6.2,"['comedy', 'european']"
6.9,"['thriller', 'drama', 'music', 'european']"
6.0,['family']
8.5,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']"
7.5,"['documentation', 'music']"
6.5,['documentation']
6.5,['comedy']
7.0,['comedy']
,['documentation']
5.6,"['documentation', 'reality']"
6.9,"['reality', 'music']"
5.1,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']"
5.8,"['crime', 'drama', 'thriller']"
7.9,"['drama', 'comedy']"
6.3,"['drama', 'history', 'thriller', 'action', 'crime', 'european']"
7.6,"['comedy', 'drama', 'music', 'romance']"
6.6,['comedy']
5.5,"['comedy', 'european']"
7.1,['comedy']
6.8,['documentation']
6.0,"['drama', 'comedy', 'crime']"
6.4,"['romance', 'action', 'comedy']"
5.8,['comedy']
4.3,['romance']
7.6,"['drama', 'history', 'action']"
4.9,"['scifi', 'family']"
6.2,"['drama', 'music']"
5.5,"['drama', 'family', 'action', 'thriller']"
6.4,['comedy']
6.2,"['comedy', 'drama']"
4.5,"['comedy', 'documentation']"
7.6,['drama']
6.9,"['documentation', 'crime', 'history', 'music']"
,"['family', 'animation']"
7.1,"['documentation', 'music']"
7.2,['comedy']
6.4,['comedy']
6.4,"['comedy', 'family']"
7.6,['animation']
6.5,"['drama', 'crime', 'thriller']"
5.6,"['thriller', 'crime', 'drama', 'action', 'european']"
7.2,"['comedy', 'documentation']"
6.6,['comedy']
7.2,['comedy']
5.9,"['crime', 'thriller', 'action', 'european']"
,['documentation']
7.1,"['drama', 'romance', 'comedy']"
6.6,"['drama', 'european']"
7.2,"['drama', 'family', 'scifi']"
5.7,['drama']
6.2,"['drama', 'european']"
6.5,['documentation']
7.3,"['animation', 'comedy', 'fantasy']"
,['comedy']
8.0,"['action', 'drama', 'comedy', 'thriller']"
6.1,['documentation']
7.7,"['reality', 'comedy', 'horror']"
5.8,"['drama', 'comedy']"
5.9,"['thriller', 'drama', 'european']"
7.4,"['documentation', 'european']"
7.1,['action']
6.8,['drama']
6.4,"['romance', 'drama', 'action']"
7.1,"['drama', 'comedy', 'romance', 'european']"
6.5,"['music', 'documentation']"
5.4,['drama']
6.0,"['drama', 'thriller', 'action']"
6.2,['comedy']
6.2,"['comedy', 'family']"
6.2,"['drama', 'european']"
4.2,"['thriller', 'horror']"
5.4,"['action', 'comedy']"
6.0,"['horror', 'comedy']"
6.6,['drama']
7.2,['comedy']
,['documentation']
7.3,['drama']
5.8,"['romance', 'thriller', 'action', 'drama', 'european']"
5.5,['documentation']
8.1,['documentation']
6.5,"['drama', 'comedy', 'european']"
3.9,"['western', 'fantasy', 'music']"
4.7,"['comedy', 'fantasy', 'animation', 'family']"
6.0,['drama']
6.7,['documentation']
7.3,['documentation']
7.3,"['drama', 'comedy', 'romance']"
6.7,"['comedy', 'documentation']"
8.2,"['drama', 'comedy', 'animation']"
6.1,['documentation']
8.1,"['romance', 'drama']"
6.3,"['drama', 'history', 'european']"
2.3,"['horror', 'thriller']"
5.3,"['thriller', 'drama', 'european']"
,['documentation']
2.2,['drama']
,['documentation']
,"['animation', 'comedy']"
6.5,"['drama', 'thriller']"
6.9,['comedy']
6.7,"['comedy', 'music', 'romance']"
5.9,['family']
6.5,"['documentation', 'history']"
7.3,"['drama', 'european']"
6.0,['reality']
6.3,"['documentation', 'sport']"
7.2,"['romance', 'comedy']"
7.1,"['drama', 'crime']"
4.6,"['horror', 'comedy', 'european']"
7.0,"['drama', 'comedy', 'fantasy', 'romance']"
6.2,['comedy']
6.2,"['action', 'comedy', 'scifi', 'animation']"
6.1,"['thriller', 'scifi']"
3.9,['reality']
7.5,"['family', 'animation', 'action', 'comedy']"
7.7,['comedy']
5.4,"['comedy', 'european']"
,[]
6.9,"['comedy', 'romance']"
7.3,"['animation', 'comedy']"
8.1,['drama']
6.5,['drama']
5.1,"['animation', 'comedy']"
5.0,"['action', 'thriller']"
5.8,"['romance', 'comedy']"
7.1,['documentation']
6.7,['documentation']
6.7,"['action', 'crime']"
5.2,"['romance', 'drama']"
,['comedy']
5.7,['drama']
3.6,"['drama', 'comedy']"
6.1,['reality']
6.3,"['drama', 'thriller', 'crime', 'european']"
8.2,"['comedy', 'drama', 'family', 'sport']"
4.6,"['comedy', 'horror', 'family']"
6.3,"['drama', 'thriller', 'history']"
7.6,"['comedy', 'drama']"
7.5,['documentation']
6.8,['reality']
5.7,"['romance', 'comedy', 'drama', 'fantasy']"
6.2,"['crime', 'drama', 'scifi']"
,['documentation']
3.5,['action']
6.5,['reality']
7.2,['documentation']
6.7,"['comedy', 'drama', 'family']"
6.1,['drama']
6.6,['documentation']
6.8,"['drama', 'comedy']"
7.6,['documentation']
5.1,"['romance', 'drama']"
7.4,"['drama', 'crime', 'comedy']"
3.7,"['thriller', 'horror']"
7.2,['comedy']
9.0,['drama']
,"['drama', 'horror', 'thriller', 'animation', 'european']"
4.8,"['crime', 'thriller', 'drama', 'romance']"
7.5,"['drama', 'romance']"
7.3,['documentation']
5.7,"['comedy', 'drama', 'family']"
6.9,['comedy']
5.1,"['thriller', 'european']"
6.9,"['scifi', 'animation', 'fantasy']"
6.5,['documentation']
3.5,['thriller']
4.5,"['thriller', 'action', 'crime']"
5.9,"['drama', 'horror', 'thriller', 'european']"
5.7,"['fantasy', 'drama']"
,"['drama', 'comedy']"
4.9,['drama']
5.8,['comedy']
5.4,"['romance', 'drama']"
7.7,"['comedy', 'drama']"
7.2,['comedy']
6.7,"['comedy', 'documentation']"
5.9,"['comedy', 'romance']"
7.9,"['crime', 'action']"
,['documentation']
7.6,"['drama', 'family', 'history', 'european']"
7.1,"['documentation', 'sport', 'war']"
,['animation']
7.0,['documentation']
4.7,['comedy']
3.9,"['documentation', 'comedy', 'romance']"
5.0,['comedy']
6.9,"['drama', 'european']"
7.8,['documentation']
3.9,"['horror', 'thriller', 'comedy']"
6.0,['documentation']
8.6,"['drama', 'romance', 'crime']"
6.2,"['thriller', 'action', 'drama']"
6.1,"['drama', 'action', 'documentation']"
6.3,['romance']
7.7,"['drama', 'action']"
6.1,['comedy']
4.7,"['thriller', 'drama', 'romance']"
5.5,"['horror', 'comedy', 'drama', 'thriller']"
5.2,"['thriller', 'horror']"
6.1,['comedy']
4.8,"['comedy', 'music']"
6.1,"['comedy', 'romance']"
4.8,"['documentation', 'european']"
6.2,"['comedy', 'drama']"
6.5,"['thriller', 'crime', 'drama', 'european']"
6.6,['comedy']
6.7,"['drama', 'family', 'music', 'comedy']"
5.0,"['drama', 'romance', 'comedy']"
,"['documentation', 'drama']"
6.5,['reality']
7.2,"['romance', 'comedy', 'drama']"
6.8,['comedy']
7.9,"['comedy', 'european']"
7.5,"['animation', 'family']"
6.9,"['comedy', 'european']"
7.8,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']"
7.9,"['comedy', 'drama']"
6.9,['comedy']
6.4,"['drama', 'sport', 'european']"
7.9,"['drama', 'comedy']"
6.1,['comedy']
6.6,"['comedy', 'documentation']"
,['drama']
,['comedy']
5.8,"['romance', 'comedy', 'drama']"
7.4,"['drama', 'romance']"
6.7,['comedy']
6.6,"['drama', 'crime']"
5.4,"['comedy', 'scifi', 'action', 'european']"
6.6,['documentation']
5.9,"['crime', 'action', 'drama']"
7.4,"['drama', 'sport']"
6.4,['comedy']
6.8,"['comedy', 'drama']"
3.9,"['family', 'fantasy', 'comedy']"
4.7,"['horror', 'fantasy', 'drama', 'european']"
6.2,['comedy']
7.4,['comedy']
5.6,"['drama', 'music', 'romance', 'european']"
8.0,"['thriller', 'romance']"
6.7,"['history', 'action', 'war']"
5.5,['comedy']
5.6,"['documentation', 'european']"
7.1,"['music', 'documentation']"
6.4,"['romance', 'comedy', 'music']"
6.1,"['drama', 'crime']"
6.7,"['drama', 'comedy', 'romance']"
4.6,['drama']
6.4,"['documentation', 'history', 'european']"
6.2,['drama']
6.6,"['comedy', 'documentation']"
,[]
,['drama']
6.6,"['crime', 'action', 'comedy']"
7.3,['comedy']
4.1,['drama']
5.6,"['drama', 'comedy', 'romance']"
6.8,"['action', 'drama']"
7.3,['documentation']
,['documentation']
4.9,"['thriller', 'comedy', 'romance']"
5.4,"['drama', 'thriller', 'crime']"
5.2,"['drama', 'music']"
6.9,"['thriller', 'action', 'drama', 'romance']"
,['documentation']
2.3,"['horror', 'drama']"
6.7,['documentation']
7.8,"['comedy', 'documentation']"
9.6,[]
,['comedy']
4.3,"['thriller', 'horror']"
6.8,"['drama', 'thriller', 'crime', 'documentation', 'european']"
6.6,"['thriller', 'crime']"
6.8,['comedy']
7.2,['documentation']
6.1,"['comedy', 'fantasy']"
4.5,"['comedy', 'european']"
6.0,['documentation']
6.9,['comedy']
8.4,"['animation', 'comedy']"
8.2,"['comedy', 'family']"
6.8,"['comedy', 'drama']"
6.5,['comedy']
4.9,['comedy']
5.8,"['comedy', 'sport']"
7.5,"['animation', 'comedy', 'family', 'fantasy']"
6.5,"['thriller', 'crime']"
8.5,['drama']
7.0,['comedy']
,"['drama', 'comedy']"
6.8,"['fantasy', 'drama', 'european']"
6.5,['comedy']
5.7,"['fantasy', 'comedy', 'family']"
,['reality']
5.6,"['drama', 'crime']"
5.7,"['drama', 'comedy']"
5.4,"['romance', 'comedy', 'drama', 'european']"
6.6,['reality']
3.4,['reality']
7.3,['drama']
5.4,['comedy']
7.6,"['drama', 'comedy', 'romance']"
6.5,"['comedy', 'documentation']"
7.8,"['comedy', 'sport', 'animation', 'action', 'family']"
7.1,"['documentation', 'european']"
6.2,"['drama', 'romance']"
5.5,['comedy']
7.0,"['action', 'comedy']"
6.4,"['comedy', 'drama']"
6.3,['horror']
6.7,"['drama', 'comedy', 'romance']"
8.6,['documentation']
4.4,['comedy']
4.4,"['comedy', 'documentation']"
4.3,['comedy']
6.6,"['comedy', 'drama', 'european']"
6.6,['animation']
5.7,['comedy']
4.7,"['comedy', 'drama']"
5.9,['drama']
4.7,"['romance', 'drama', 'music', 'comedy']"
6.2,['comedy']
4.7,['comedy']
5.6,['comedy']
6.8,"['drama', 'comedy']"
4.9,"['fantasy', 'comedy', 'family', 'scifi', 'animation']"
7.8,"['comedy', 'drama']"
7.2,"['documentation', 'sport']"
6.6,"['drama', 'romance']"
5.2,"['thriller', 'action', 'drama']"
7.0,['reality']
6.7,"['drama', 'romance', 'action']"
6.3,[]
5.7,['drama']
,['comedy']
7.4,['documentation']
5.8,"['drama', 'comedy', 'european']"
6.2,"['comedy', 'sport']"
5.7,"['drama', 'comedy']"
,[]
6.0,"['thriller', 'action', 'crime', 'drama']"
5.9,"['drama', 'romance']"
7.5,['comedy']
5.8,['comedy']
6.3,['comedy']
6.9,['comedy']
5.6,"['horror', 'comedy']"
6.0,"['scifi', 'action', 'comedy']"
3.4,"['thriller', 'drama']"
7.3,"['drama', 'comedy', 'crime', 'romance', 'action']"
4.1,['comedy']
6.1,"['comedy', 'documentation']"
7.2,['documentation']
5.5,"['comedy', 'romance']"
7.7,"['fantasy', 'animation', 'action']"
6.6,['thriller']
,['thriller']
6.2,"['scifi', 'animation', 'action', 'drama']"
,['fantasy']
7.3,"['comedy', 'documentation']"
,['reality']
5.4,['comedy']
3.6,"['fantasy', 'comedy']"
6.3,"['documentation', 'european']"
6.1,['comedy']
5.2,"['comedy', 'european']"
7.1,['comedy']
6.7,"['comedy', 'drama', 'family']"
6.2,"['romance', 'drama']"
7.4,"['comedy', 'action', 'romance', 'family', 'drama']"
3.7,['comedy']
5.6,['drama']
,"['comedy', 'drama']"
5.7,['comedy']
5.6,"['comedy', 'romance']"
6.5,['documentation']
6.1,['comedy']
,[]
7.7,"['drama', 'comedy']"
3.6,"['family', 'comedy']"
7.3,"['comedy', 'documentation']"
6.2,['comedy']
,"['comedy', 'drama']"
6.8,"['action', 'family', 'animation', 'comedy']"
7.5,['drama']
,[]
5.9,"['comedy', 'drama']"
5.8,"['crime', 'comedy', 'drama', 'history', 'documentation']"
6.4,"['drama', 'romance']"
5.6,"['drama', 'action']"
6.1,['comedy']
6.8,"['documentation', 'european']"
3.4,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']"
3.8,"['comedy', 'family']"
6.8,"['comedy', 'drama', 'family']"
6.5,"['comedy', 'documentation']"
,['drama']
4.0,"['romance', 'comedy']"
6.1,['comedy']
6.6,['comedy']
7.8,['drama']
5.7,"['comedy', 'drama']"
7.4,"['drama', 'comedy', 'romance']"
8.6,['drama']
5.1,['comedy']
4.8,['comedy']
4.0,['comedy']
6.2,['drama']
5.5,['comedy']
,['animation']
7.3,"['romance', 'comedy', 'drama']"
4.9,['comedy']
6.6,"['thriller', 'drama']"
5.9,"['comedy', 'documentation']"
6.7,['comedy']
6.6,['comedy']
6.0,"['drama', 'romance']"
6.3,['comedy']
,['comedy']
6.2,['documentation']
6.3,['comedy']
4.6,"['romance', 'comedy']"
6.4,"['drama', 'comedy']"
6.8,"['music', 'documentation']"
5.0,['comedy']
4.4,"['comedy', 'drama', 'sport']"
4.8,['comedy']
6.3,"['drama', 'family']"
7.6,['drama']
,['comedy']
5.2,['comedy']
7.6,['drama']
6.3,"['thriller', 'crime', 'drama']"
7.2,['drama']
,['drama']
7.4,"['drama', 'documentation']"
5.1,"['comedy', 'drama']"
7.8,['documentation']
5.1,['comedy']
5.7,['thriller']
5.9,"['documentation', 'european']"
,['comedy']
5.5,"['comedy', 'european']"
7.0,"['documentation', 'drama']"
7.2,"['romance', 'drama']"
4.2,"['drama', 'european']"
6.6,"['drama', 'comedy']"
5.1,['comedy']
6.2,['comedy']
6.5,"['romance', 'comedy', 'family']"
5.3,['comedy']
6.5,['documentation']
4.2,"['thriller', 'action', 'crime']"
,['drama']
5.3,"['romance', 'comedy', 'crime']"
6.3,['drama']
6.3,['scifi']
6.9,"['romance', 'comedy', 'drama']"
5.1,"['romance', 'sport', 'comedy']"
6.4,['comedy']
,['animation']
7.9,"['drama', 'family']"
6.8,"['drama', 'romance', 'comedy', 'family']"
6.1,['drama']
,['comedy']
6.8,"['romance', 'comedy']"
4.6,"['drama', 'romance', 'comedy']"
,[]
5.9,['comedy']
8.0,['animation']
,[]
,"['animation', 'family']"
,['family']
4.6,['comedy']
5.9,"['drama', 'romance']"
5.8,"['drama', 'comedy']"
6.4,"['scifi', 'family', 'drama']"
7.5,['documentation']
5.5,['comedy']
6.7,['drama']
6.4,"['comedy', 'drama']"
4.9,['comedy']
6.9,"['drama', 'thriller']"
,['animation']
,[]
4.3,['comedy']
7.0,['comedy']
7.1,"['romance', 'comedy']"
6.9,['comedy']
,['drama']
7.0,"['romance', 'drama']"
5.4,"['thriller', 'drama', 'romance']"
5.8,"['comedy', 'european']"
,[]
7.0,"['comedy', 'drama', 'crime']"
6.4,['comedy']
6.3,"['thriller', 'action', 'romance']"
5.6,"['romance', 'drama']"
4.0,"['action', 'comedy']"
4.4,"['drama', 'fantasy', 'scifi', 'action']"
5.9,['drama']
7.2,['drama']
5.1,['drama']
7.3,['drama']
6.3,['thriller']
5.4,"['comedy', 'family', 'action', 'drama']"
7.4,['documentation']
4.2,"['music', 'animation', 'family']"
5.7,"['comedy', 'romance']"
5.4,"['animation', 'family']"
5.3,"['animation', 'fantasy']"
4.5,"['crime', 'drama']"
6.2,['documentation']
7.4,['drama']
6.7,"['drama', 'music', 'romance']"
4.8,['animation']
6.9,"['drama', 'comedy', 'romance']"
7.0,['drama']
,['documentation']
7.8,"['drama', 'comedy']"
7.8,"['comedy', 'crime', 'action']"
7.3,"['drama', 'romance']"
8.7,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']"
8.3,"['drama', 'comedy']"
8.5,"['comedy', 'drama']"
8.4,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']"
8.0,"['comedy', 'drama', 'fantasy', 'scifi', 'action']"
8.2,"['scifi', 'action', 'drama', 'fantasy', 'horror']"
5.7,"['thriller', 'drama', 'horror']"
7.4,"['drama', 'thriller', 'comedy', 'crime']"
6.7,['comedy']
8.6,"['documentation', 'sport']"
3.3,"['romance', 'drama', 'european']"
8.6,"['drama', 'sport']"
6.5,['reality']
8.0,"['drama', 'crime', 'comedy']"
7.9,['comedy']
9.1,"['documentation', 'history', 'sport']"
7.3,"['crime', 'thriller', 'drama']"
6.9,"['drama', 'comedy', 'romance']"
8.4,"['drama', 'crime']"
6.8,"['scifi', 'action', 'drama', 'fantasy', 'animation']"
7.5,"['action', 'family', 'scifi', 'animation']"
7.4,"['drama', 'romance']"
7.5,"['action', 'drama', 'romance', 'thriller', 'crime']"
7.4,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']"
6.1,"['thriller', 'western', 'action']"
7.3,['reality']
6.7,"['scifi', 'thriller', 'drama']"
7.3,"['drama', 'history', 'romance', 'war']"
7.1,"['thriller', 'horror', 'family', 'drama', 'fantasy']"
6.6,"['thriller', 'fantasy', 'drama']"
7.7,"['comedy', 'drama', 'crime', 'horror', 'action']"
6.8,"['crime', 'drama', 'thriller']"
7.1,"['drama', 'thriller', 'crime', 'horror']"
7.3,"['comedy', 'animation']"
8.1,['documentation']
7.8,"['drama', 'crime', 'history', 'thriller']"
6.2,"['horror', 'scifi', 'thriller', 'drama']"
6.7,['drama']
7.5,"['drama', 'comedy', 'romance']"
,['drama']
6.6,"['action', 'drama', 'crime', 'thriller']"
6.1,"['reality', 'romance']"
7.9,"['drama', 'romance', 'comedy']"
7.7,"['drama', 'history', 'thriller']"
7.1,"['scifi', 'drama', 'thriller']"
7.6,"['drama', 'thriller', 'crime']"
7.8,"['drama', 'comedy']"
7.2,"['scifi', 'comedy', 'fantasy', 'animation', 'action']"
7.3,"['thriller', 'drama', 'crime', 'action']"
6.5,"['comedy', 'music']"
7.1,"['scifi', 'drama', 'fantasy', 'thriller']"
5.3,['reality']
7.1,"['thriller', 'scifi', 'drama', 'crime', 'horror']"
7.3,"['drama', 'romance']"
6.2,"['thriller', 'crime', 'scifi']"
7.6,"['action', 'drama', 'scifi', 'thriller', 'fantasy']"
7.1,"['scifi', 'drama']"
7.0,"['romance', 'drama', 'war']"
8.3,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']"
7.6,"['drama', 'documentation']"
6.5,"['scifi', 'action', 'drama', 'horror', 'thriller']"
7.4,['documentation']
8.4,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']"
6.8,"['action', 'drama', 'fantasy', 'horror', 'thriller']"
6.8,"['comedy', 'drama']"
6.1,"['action', 'thriller', 'comedy']"
6.3,"['comedy', 'crime', 'drama', 'thriller']"
6.5,"['drama', 'thriller', 'horror']"
8.4,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']"
8.9,"['drama', 'history', 'crime']"
4.9,"['animation', 'comedy', 'family']"
5.2,"['scifi', 'thriller', 'drama']"
,['drama']
7.2,"['drama', 'comedy', 'scifi']"
7.0,"['horror', 'scifi', 'thriller', 'european']"
7.6,"['history', 'documentation', 'family']"
7.8,"['thriller', 'crime', 'drama']"
8.0,"['crime', 'documentation']"
7.1,"['drama', 'war', 'history', 'documentation', 'european']"
6.8,"['romance', 'comedy']"
6.6,"['crime', 'drama', 'action']"
6.2,"['horror', 'thriller']"
7.1,"['thriller', 'crime', 'drama', 'scifi']"
6.4,"['thriller', 'action', 'crime', 'drama']"
6.0,"['thriller', 'drama', 'scifi']"
5.6,"['drama', 'scifi', 'thriller', 'fantasy']"
7.3,"['thriller', 'crime', 'drama', 'war', 'romance']"
,"['western', 'crime', 'thriller', 'drama']"
7.2,"['action', 'drama', 'history']"
6.7,"['scifi', 'thriller', 'horror', 'drama']"
7.4,"['thriller', 'drama', 'horror']"
7.3,"['drama', 'scifi', 'thriller', 'horror']"
6.2,"['scifi', 'drama', 'romance']"
6.6,"['fantasy', 'action', 'thriller']"
7.5,"['drama', 'history']"
,['scifi']
6.8,"['drama', 'action', 'history', 'war']"
5.8,"['scifi', 'action', 'drama', 'fantasy']"
6.7,"['thriller', 'crime', 'drama', 'action']"
7.2,"['scifi', 'thriller', 'drama']"
6.9,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']"
7.0,"['drama', 'thriller']"
5.6,"['action', 'scifi']"
7.8,"['crime', 'history', 'documentation']"
6.7,"['crime', 'drama', 'thriller']"
7.5,"['comedy', 'drama', 'fantasy', 'scifi']"
7.5,"['crime', 'documentation']"
6.3,"['thriller', 'horror', 'action', 'drama']"
8.0,['drama']
5.4,"['fantasy', 'thriller', 'drama', 'horror']"
6.9,"['comedy', 'romance', 'drama']"
5.2,"['drama', 'romance']"
7.2,"['comedy', 'drama']"
6.8,"['scifi', 'action', 'drama', 'fantasy']"
7.5,"['action', 'drama', 'fantasy', 'thriller', 'scifi']"
6.7,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']"
7.2,"['thriller', 'drama', 'history', 'european']"
6.3,"['comedy', 'action']"
7.0,['drama']
8.6,"['reality', 'documentation', 'romance']"
6.1,"['scifi', 'thriller', 'action', 'crime', 'drama']"
2.9,"['fantasy', 'action', 'scifi', 'thriller', 'comedy']"
6.5,"['comedy', 'reality']"
6.6,"['scifi', 'drama', 'romance']"
5.5,"['western', 'thriller', 'horror']"
7.7,"['crime', 'documentation']"
7.2,"['romance', 'drama']"
,['scifi']
6.2,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']"
6.0,"['comedy', 'action', 'crime', 'romance']"
5.4,"['action', 'drama', 'family', 'fantasy', 'thriller']"
6.0,"['thriller', 'romance', 'drama']"
7.5,"['comedy', 'drama']"
7.0,"['scifi', 'thriller', 'drama']"
8.8,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']"
,"['horror', 'thriller', 'european']"
7.2,"['documentation', 'crime', 'music']"
6.4,['thriller']
6.5,"['war', 'drama']"
9.3,['documentation']
6.4,"['documentation', 'sport', 'reality']"
7.9,"['drama', 'history']"
,['thriller']
6.7,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']"
6.9,"['thriller', 'crime', 'drama']"
7.1,"['drama', 'music']"
8.2,['documentation']
6.9,"['drama', 'music', 'comedy']"
,['drama']
5.4,"['drama', 'thriller', 'action', 'crime']"
7.4,"['war', 'drama']"
7.6,"['drama', 'comedy']"
,['comedy']
4.6,"['reality', 'romance']"
5.5,"['thriller', 'crime', 'drama', 'romance']"
6.9,"['music', 'drama']"
7.2,"['crime', 'drama', 'thriller']"
6.3,"['action', 'crime', 'drama', 'thriller', 'european']"
7.2,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']"
6.1,"['comedy', 'drama']"
5.9,"['comedy', 'drama', 'music']"
6.5,"['drama', 'thriller']"
7.3,"['documentation', 'drama', 'thriller', 'crime']"
5.2,"['horror', 'thriller', 'music', 'comedy']"
,['drama']
6.2,"['romance', 'comedy']"
7.1,"['crime', 'documentation']"
6.2,"['drama', 'history']"
5.8,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']"
6.3,"['drama', 'thriller']"
5.7,"['comedy', 'romance']"
9.0,['documentation']
4.7,"['scifi', 'action']"
6.3,"['drama', 'comedy', 'crime', 'history']"
8.6,"['drama', 'comedy', 'romance']"
7.0,"['comedy', 'crime', 'drama']"
6.3,"['family', 'fantasy', 'scifi', 'romance', 'animation', 'comedy']"
7.6,"['drama', 'comedy', 'history']"
7.6,"['drama', 'thriller']"
7.7,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']"
8.1,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']"
7.8,"['drama', 'crime', 'thriller']"
4.7,"['scifi', 'romance', 'drama']"
6.5,"['drama', 'romance']"
5.7,"['thriller', 'horror', 'comedy']"
7.1,"['comedy', 'drama']"
8.1,"['documentation', 'sport', 'reality']"
6.4,"['thriller', 'european', 'drama']"
5.3,"['comedy', 'romance']"
6.4,"['scifi', 'action', 'crime', 'drama', 'fantasy']"
8.7,"['documentation', 'history', 'war']"
6.4,"['action', 'family', 'fantasy', 'animation']"
6.7,"['scifi', 'animation', 'comedy', 'family']"
6.6,"['thriller', 'drama', 'history']"
8.1,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']"
7.7,"['documentation', 'history']"
7.4,['documentation']
7.5,['drama']
5.9,"['scifi', 'drama', 'action', 'thriller']"
8.2,"['war', 'crime', 'drama', 'thriller']"
8.0,"['documentation', 'history', 'reality']"
5.4,"['comedy', 'drama']"
6.1,['comedy']
6.5,"['action', 'crime', 'thriller']"
7.1,"['crime', 'documentation']"
6.9,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']"
5.3,"['horror', 'thriller', 'fantasy', 'drama', 'scifi', 'comedy', 'european']"
6.0,"['drama', 'romance']"
6.1,"['drama', 'crime', 'thriller', 'action', 'comedy']"
6.5,['drama']
6.8,['comedy']
6.4,['reality']
6.8,"['comedy', 'animation', 'family', 'fantasy', 'scifi']"
,"['action', 'scifi']"
7.5,"['comedy', 'drama', 'romance']"
6.6,"['thriller', 'crime', 'reality']"
6.7,"['fantasy', 'drama', 'romance']"
7.7,"['documentation', 'european']"
7.0,"['scifi', 'drama', 'fantasy']"
7.6,"['drama', 'history']"
5.6,"['thriller', 'drama']"
6.2,"['thriller', 'comedy', 'crime', 'action', 'drama']"
3.7,"['scifi', 'horror', 'thriller', 'action']"
6.1,"['drama', 'fantasy', 'horror', 'scifi']"
6.4,"['reality', 'drama']"
7.1,"['reality', 'documentation', 'comedy', 'history']"
4.7,"['thriller', 'drama', 'horror']"
5.9,['comedy']
7.1,"['documentation', 'history']"
7.4,['drama']
6.9,"['drama', 'music']"
6.6,"['thriller', 'crime', 'drama']"
,['horror']
7.0,"['drama', 'history', 'action']"
6.6,"['drama', 'history', 'romance', 'thriller', 'war']"
5.0,"['romance', 'drama']"
7.6,"['documentation', 'crime', 'history']"
8.1,"['drama', 'comedy', 'romance']"
6.7,['documentation']
5.4,"['drama', 'thriller', 'horror', 'scifi']"
6.5,"['crime', 'action', 'drama', 'thriller']"
5.3,"['fantasy', 'thriller', 'scifi', 'european']"
7.4,"['documentation', 'drama']"
7.2,"['crime', 'documentation']"
5.9,"['thriller', 'crime', 'drama', 'horror']"
8.6,['comedy']
,['drama']
7.5,"['thriller', 'drama']"
,['scifi']
5.8,"['horror', 'thriller', 'drama']"
7.5,"['fantasy', 'drama', 'animation', 'romance', 'european']"
7.1,"['crime', 'documentation']"
,['scifi']
7.6,"['action', 'drama', 'crime', 'comedy']"
8.1,"['comedy', 'family', 'animation', 'european']"
7.9,"['action', 'comedy', 'crime', 'drama', 'animation']"
6.6,"['drama', 'war']"
6.3,"['comedy', 'drama']"
7.1,"['drama', 'family']"
5.6,"['action', 'family', 'comedy']"
7.4,"['documentation', 'history']"
4.3,"['drama', 'thriller', 'crime']"
8.3,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
7.6,"['music', 'documentation', 'history']"
6.3,"['thriller', 'crime', 'action']"
5.7,"['drama', 'romance', 'european']"
5.7,"['thriller', 'crime', 'action']"
7.2,"['crime', 'documentation']"
7.4,"['reality', 'documentation']"
5.7,"['thriller', 'drama', 'horror']"
7.5,"['documentation', 'drama']"
6.5,"['thriller', 'animation', 'fantasy', 'scifi', 'drama', 'family']"
7.4,"['crime', 'documentation']"
,['drama']
7.8,['documentation']
6.6,"['war', 'thriller']"
6.5,"['drama', 'comedy', 'romance']"
6.6,['reality']
6.3,"['western', 'drama']"
,['animation']
8.0,['comedy']
7.4,['drama']
5.9,"['crime', 'drama', 'documentation']"
7.7,['comedy']
5.3,['comedy']
5.8,"['horror', 'thriller', 'drama']"
8.1,['comedy']
6.6,"['drama', 'fantasy', 'thriller', 'action']"
8.0,"['documentation', 'history', 'european']"
